"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","MoSold","YrSold","ExterQual","ExterCond","GarageQual","GarageCond","FireplaceQu","KitchenQual","HeatingQC","BsmtQual","BsmtExposure","BsmtFinType1","GarageFinish","Fence","NewerDwelling","RegularLotShape","LandLeveled","ElectricalSB","GarageDetchd","HasPavedDrive","HasWoodDeck","Has2ndFlr","HasMasVnr","Remodeled","RecentRemodel","HasX2ndFlrSF","HasMasVnrArea","HasWoodDeckSF","HasOpenPorchSF","HasEnclosedPorch","HasScreenPorch","HighSeason","NbrhRich","NeighborhoodBin","PartialPlan","HeatingScale","TotalArea","AreaInside","Age","TimeSinceSold","YearSinceRemodel","MSZoningRL","MSZoningRM","AlleyNone","LotShapeIR1","LotShapeReg","LandContourLvl","LotConfigCorner","LotConfigCulDSac","LotConfigInside","NeighborhoodCollgCr","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodNAmes","NeighborhoodNridgHt","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSomerst","Condition1Feedr","Condition1Norm","BldgType1Fam","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1Story","HouseStyle2Story","RoofStyleGable","RoofStyleHip","Exterior1stHdBoard","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stVinylSd","Exterior1stWd.Sdng","Exterior2ndHdBoard","Exterior2ndMetalSd","Exterior2ndPlywood","Exterior2ndVinylSd","Exterior2ndWd.Sdng","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","ExterQualGd","ExterQualTA","ExterCondGd","ExterCondTA","FoundationBrkTil","FoundationCBlock","FoundationPConc","BsmtQualEx","BsmtQualGd","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtExposureGd","BsmtExposureMn","BsmtExposureNo","BsmtFinType1ALQ","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1Rec","BsmtFinType1Unf","BsmtFinType2Unf","HeatingQCEx","HeatingQCGd","HeatingQCTA","CentralAirN","CentralAirY","ElectricalFuseA","ElectricalSBrkr","KitchenQualEx","KitchenQualGd","KitchenQualTA","FunctionalTyp","FireplaceQuGd","FireplaceQuNone","FireplaceQuTA","GarageTypeAttchd","GarageTypeBuiltIn","GarageTypeDetchd","GarageTypeNone","GarageFinishFin","GarageFinishNone","GarageFinishRFn","GarageFinishUnf","GarageQualNone","GarageQualTA","GarageCondNone","GarageCondTA","PavedDriveN","PavedDriveY","FenceMnPrv","FenceNone","SaleTypeNew","SaleTypeWD","SaleConditionAbnorml","SaleConditionNormal","SaleConditionPartial","SalePrice"
0.425806809839066,-0.045525729765308,-0.100765247872737,0.65289027198859,-0.507317509894155,1.04744987531439,0.897698905689928,1.22537830855825,0.785352227833365,-0.32448570853746,-0.448542243981002,-0.777925552366298,1.1993059941051,0.574783200733369,1.09013691433343,-0.250913728204159,0.78642920717333,1.23452022683788,0.170962152434516,0.995087917992221,-0.924298862153632,0.990327070761053,0.308969041319791,0.354048302570843,-0.943606218408827,-1.55409950659036,0.156974500207498,1.04642664702696,-0.177949855953218,0.27068568190439,0.263733741625828,-0.977424847279895,0.743973206760902,0.886551930086455,0.490407973562898,-0.544526456079535,1.17399330344174,-0.569989918962341,-0.397360978012214,0.768735589708862,0.753559862808856,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,-0.955861919516162,1.15635262493293,1.23421504451897,-0.933107524016426,-0.298800548313577,-1.15635262493293,-1.23421504451897,0.955861919516162,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,-0.287766608175738,-0.0367690859903869,-0.301516028510411,0.886551930086455,-0.086014664005528,0.584142303187446,-1.04744987531439,-0.156974500207513,-0.887936379526649,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.2476991163726
-1.12313944397713,0.576354195659051,0.15047203748994,-0.0596425407582241,2.18636289327791,0.156095943597637,-0.394331530494797,-0.792611749005902,0.894549780508955,0.0151362272475087,0.499803848407108,0.432118303321487,-0.862109029621,-0.368372361060788,-0.818421106856933,3.89683573230156,0.78642920717333,-0.754770243716248,0.170962152434516,-0.285283426500087,0.628629773683738,-0.0081189947516466,0.308969041319791,-0.0559412268847462,1.25589338971322,-0.44800361783536,-0.603126277375395,-0.682787455061243,-0.177949855953218,0.27068568190439,0.263733741625828,0.6839124295836,-0.770469459236324,0.886551930086455,0.490407973562898,1.95733159508175,0.691790896856892,-0.569989918962341,-0.397360978012214,0.768735589708862,0.753559862808856,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,1.04581731567752,-0.864491440822161,-0.809953622965575,-0.933107524016426,-0.298800548313577,0.864491440822161,0.809953622965575,-1.04581731567752,1.11594594358911,0.432232735761413,0.310231796770714,1.08246433854948,-0.287766608175738,1.03504977062939,-0.301516028510411,0.886551930086455,0.10313061399312,-0.358398939998067,-0.156095943597637,0.603126277375379,0.356409210583271,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.1090164423137
0.425806809839066,0.0896099799653613,0.462764680029502,0.65289027198859,-0.507317509894155,0.981423658150189,0.849845926571975,1.15301400928732,0.660298243001839,0.241221475702135,-0.299049263900118,-0.553165007431163,1.20356174232555,0.709785894379328,1.09013691433343,-0.250913728204159,0.78642920717333,1.23452022683788,0.170962152434516,-0.285283426500087,0.628629773683738,0.916368102945298,0.308969041319791,0.633586618108745,-0.943606218408827,1.02679090050464,0.156974500207498,1.04642664702696,-0.177949855953218,0.27068568190439,0.263733741625828,0.6839124295836,0.743973206760902,0.886551930086455,0.490407973562898,0.562563368031788,1.17399330344174,-0.569989918962341,-0.397360978012214,0.768735589708862,-1.32657934181976,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,-0.955861919516162,1.15635262493293,1.23421504451897,1.07132020811908,-0.298800548313577,-1.15635262493293,-1.23421504451897,0.955861919516162,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,-0.287766608175738,-0.0367690859903869,-0.301516028510411,0.886551930086455,0.444345310320932,0.719057063654316,-0.981423658150189,-0.156974500207513,-0.84007693375319,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.3171711672987
0.643145647666124,-0.285253650007905,0.140190051582865,0.65289027198859,-0.507317509894155,-1.85770367991059,-0.681449405202513,-0.792611749005902,0.389111121503446,0.357816830146592,-0.682125025357384,-0.417252688997252,1.16213383967274,0.587466036734378,1.09013691433343,-0.250913728204159,-1.0272109343696,-0.754770243716248,0.170962152434516,0.354902245746067,0.628629773683738,0.805429651221665,1.62186227083465,0.791991663580223,-0.943606218408827,-1.55409950659036,-1.36322705495829,-0.682787455061243,-0.177949855953218,0.27068568190439,0.263733741625828,1.23769152187143,0.743973206760902,-0.157187519106605,-0.277692151735544,-0.544526456079535,0.691790896856892,-0.569989918962341,-0.397360978012214,-1.30039113605414,-1.32657934181976,0.335494848889304,0.304215304059832,1.65560751676806,0.324633121132619,-0.955861919516162,1.15635262493293,-0.809953622965575,1.07132020811908,-0.298800548313577,-1.15635262493293,0.809953622965575,0.955861919516162,-0.895793342472893,-2.31277472555562,0.310231796770714,-0.923501044077179,3.47384622963715,1.03504977062939,-0.301516028510411,-0.157187519106605,0.106486776940126,0.596816878300769,1.85770367991059,1.36322705495827,0.595706439450564,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,11.8494048444231
0.425806809839066,0.722480743905493,0.929594464417703,1.3654230847354,-0.507317509894155,0.948410549568087,0.75413996833607,1.44599363812503,0.760235229977078,0.30596795723135,0.226511994196742,0.128835955385473,1.26319829173185,1.35420011558218,1.09013691433343,-0.250913728204159,0.78642920717333,1.23452022683788,1.38646135815796,1.63527359023838,0.628629773683738,0.87938861903742,1.62186227083465,1.69583221715277,1.08698751682201,2.13288678925965,0.156974500207498,1.04642664702696,-0.177949855953218,0.27068568190439,0.263733741625828,0.6839124295836,0.743973206760902,0.886551930086455,0.490407973562898,1.34805609877907,1.17399330344174,-0.569989918962341,-0.397360978012214,0.768735589708862,-1.32657934181976,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,1.04581731567752,1.15635262493293,1.23421504451897,-0.933107524016426,-0.298800548313577,-1.15635262493293,-1.23421504451897,-1.04581731567752,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,3.47384622963715,2.10686862724916,-0.301516028510411,0.886551930086455,1.12469025409518,1.36305154959419,-0.948410549568087,-0.156974500207513,-0.744358042206273,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.4292201968364
0.168749524663142,0.757924946149206,0.909470631458797,-0.772175353505038,-0.507317509894155,0.717318789493372,0.514875072746306,-0.792611749005902,0.797467932018617,-0.775147853523279,-0.588691912806831,-1.00445634518511,1.0738879309734,-0.13162868406973,1.09013691433343,-0.250913728204159,-1.0272109343696,1.23452022683788,-2.26003625901238,-0.925469098746242,-0.924298862153632,0.620532231682276,0.308969041319791,0.0372382116278877,0.489264785450733,1.39548953008965,0.917075277790391,-0.682787455061243,-0.177949855953218,0.27068568190439,0.263733741625828,-0.977424847279895,-0.770469459236324,0.886551930086455,0.490407973562898,-0.544526456079535,1.17399330344174,-0.569989918962341,1.65637528245871,-1.30039113605414,-1.32657934181976,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,1.04581731567752,1.15635262493293,-0.809953622965575,1.07132020811908,-0.298800548313577,-1.15635262493293,0.809953622965575,-1.04581731567752,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,-0.287766608175738,-0.0367690859903869,-0.301516028510411,0.886551930086455,0.717929795444528,-0.121809464553547,-0.717318789493372,-0.917075277790406,-0.457201367565523,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,11.8706069022246
-1.12313944397713,0.383061316175939,0.247320859694288,1.3654230847354,-0.507317509894155,1.0804629838965,0.993404863925833,1.20547988645945,1.00728102907656,0.0737149110929235,1.49019484144297,1.34980651576093,-0.862109029621,0.545597813041331,1.09013691433343,-0.250913728204159,0.78642920717333,-0.754770243716248,0.170962152434516,0.354902245746067,0.628629773683738,1.02730655466893,0.308969041319791,0.764037832026433,1.19598440450919,0.658092270919643,-0.603126277375395,1.04642664702696,-0.177949855953218,0.27068568190439,0.263733741625828,1.23769152187143,0.743973206760902,0.886551930086455,1.1179914721371,1.34805609877907,1.17399330344174,-0.569989918962341,-0.397360978012214,0.768735589708862,0.753559862808856,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,1.04581731567752,-0.864491440822161,1.23421504451897,1.07132020811908,-0.298800548313577,0.864491440822161,-1.23421504451897,-1.04581731567752,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,-0.287766608175738,1.03504977062939,-0.301516028510411,0.886551930086455,0.522938825519633,0.554975925219239,-1.0804629838965,0.603126277375379,-1.03151471684702,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.634606283893
0.425806809839066,0.576354195659051,0.304664964946502,0.65289027198859,0.390575957829866,0.0570566178513311,-0.537890467848655,1.3023795191401,0.851072426205965,-0.13060810857921,0.137750537273716,0.0236273167285179,1.24221442447764,1.19777997399086,1.09013691433343,-0.250913728204159,0.78642920717333,1.23452022683788,0.170962152434516,0.354902245746067,2.18155840952111,-0.11905744647528,0.308969041319791,0.0558740993304145,1.16459742561923,1.76418815967465,0.917075277790391,-0.682787455061243,-0.177949855953218,0.27068568190439,0.263733741625828,0.6839124295836,-0.770469459236324,0.886551930086455,0.490407973562898,0.562563368031788,0.691790896856892,-0.569989918962341,-0.397360978012214,0.768735589708862,-1.32657934181976,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,1.04581731567752,1.15635262493293,1.23421504451897,-0.933107524016426,-0.298800548313577,-1.15635262493293,-1.23421504451897,-1.04581731567752,-0.895793342472893,-2.31277472555562,0.310231796770714,-0.923501044077179,-0.287766608175738,-0.0367690859903869,-0.301516028510411,0.886551930086455,0.552195449686179,1.20673329130573,-0.0570566178513311,-0.917075277790406,0.595706439450564,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,12.2060776455177
0.168749524663142,-0.771997865701597,-0.735971856604757,0.65289027198859,-0.507317509894155,-1.32949394259696,-1.63850898756157,-0.792611749005902,-1.41571180323137,0.660539792445377,-0.224302773859676,-0.225412704652067,1.16051611407705,0.68885611116352,-0.818421106856933,-0.250913728204159,0.78642920717333,-0.754770243716248,-1.04453705328893,0.995087917992221,2.18155840952111,-1.67219577060615,0.308969041319791,-0.0186694514796926,0.796895830096831,-0.816702247420361,0.156974500207498,-0.682787455061243,-0.177949855953218,-0.631517409997878,0.263733741625828,0.6839124295836,-0.770469459236324,-0.157187519106605,-0.277692151735544,-0.544526456079535,-1.23701872948251,-0.569989918962341,-0.397360978012214,-1.30039113605414,0.753559862808856,0.335494848889304,-3.28601794020904,1.65560751676806,0.324633121132619,1.04581731567752,1.15635262493293,-0.809953622965575,1.07132020811908,-0.298800548313577,-1.15635262493293,0.809953622965575,-1.04581731567752,1.11594594358911,-2.31277472555562,0.310231796770714,-0.923501044077179,-0.287766608175738,-1.10858794261016,-0.301516028510411,-0.157187519106605,-0.508260355111017,0.698140912924839,1.32949394259696,-0.156974500207513,1.64861424646665,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,11.7745279008585
2.05098306827534,-0.831306737115775,-0.356709864889147,-0.772175353505038,0.390575957829866,-1.06538907394014,-1.63850898756157,-0.792611749005902,0.847937119779951,-0.361120681068258,-0.133205489122887,-0.0620154925730886,-0.862109029621,-0.860504160665123,1.09013691433343,-0.250913728204159,-1.0272109343696,-0.754770243716248,-1.04453705328893,-0.925469098746242,2.18155840952111,-1.37635989934312,-1.00392418819506,-1.24397906792083,-0.943606218408827,-1.92279813617536,0.156974500207498,-0.682787455061243,-0.177949855953218,0.97048876736595,0.263733741625828,0.6839124295836,-0.770469459236324,0.886551930086455,-0.277692151735544,-0.544526456079535,1.17399330344174,-0.569989918962341,-0.397360978012214,-1.30039113605414,0.753559862808856,0.335494848889304,0.304215304059832,-0.603800681443032,0.324633121132619,-0.955861919516162,-0.864491440822161,-0.809953622965575,1.07132020811908,-0.298800548313577,0.864491440822161,0.809953622965575,0.955861919516162,-0.895793342472893,0.432232735761413,0.310231796770714,-0.923501044077179,-0.287766608175738,-1.10858794261016,-0.301516028510411,0.886551930086455,-0.637444250702951,-0.850210192563664,1.06538907394014,-0.156974500207513,1.64861424646665,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,11.6784483779882
